uid	uni	participant	rank	identity	tags	Q3-g	Q3-l	Q3-b	Q3-quest	Q3-ace	Q3-queer	Q4-gq	Q4-t	Q4-i	Q4-m	Q4-f	cishet_problem	cishet_solution	cishet_victim	cishet_helpless	sgm_problem	sgm_solution	sgm_victim	sgm_helpless	school_problem	school_solution	school_victim	school_helpless	culture_problem	culture_solution	culture_victim	culture_helpless	community_problem	community_solution	community_victim	community_helpless	gender	cis	sexuality	dorms	Q9	Q34	Q37	Q40	q_crit	bad_apple	school_pess	homoneg	bad_apple2
	school0	27	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	28	faculty	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
4.0	school0	29	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	30	faculty	unknown	cishet_problem, sgm_victim, 											Female	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	31	faculty	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
5.0	school0	32	undergrad	sgm	school_solution, 			Bisexual							Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown	Some are	No	1	0	False	False	False	False	False
	school0	33	faculty	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	35	faculty	unknown											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	unknown	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	37	faculty	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	38	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are	Yes	1	0	False	False	False	False	False
	school0	39	staff	unknown												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	None are		unknown	unknown	False	False	False	False	False
6.0	school0	40	undergrad	sgm	school_solution, community_problem, community_helpless, 					Asexual						Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	True	f	c	ace	unknown	Some are	No	0	0	False	False	False	True	False
	school0	41	faculty	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
7.0	school0	43	undergrad	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	46	faculty	unknown												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	48	faculty	cishet	culture_problem, 											Female	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	50	faculty	cishet	school_solution, culture_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
8.0	school0	51	grad-pro	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	52	faculty	sgm				Bisexual			Queer					Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	queer	unknown	Most are		unknown	unknown	False	False	False	False	False
	school0	54	faculty	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	56	grad-pro	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	58	faculty	cishet	school_problem, school_solution, 											Female	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	59	grad-pro	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	60	faculty	cishet	cishet_problem, 											Female	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	61	faculty	unknown												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	62	faculty	unknown	school_solution, 												False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	63	unknown	cishet	cishet_solution, school_problem, school_solution, 										Male		False	True	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	66	faculty	unknown													False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown	A few are		unknown	unknown	False	False	False	False	False
9.0	school0	68	grad-pro	cishet	cishet_problem, 											Female	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	True
	school0	71	faculty	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	72	faculty	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	73	staff	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	74	faculty	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	76	faculty	cishet	cishet_problem, sgm_victim, 										Male		True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	None are		unknown	unknown	False	False	False	False	True
	school0	77	faculty	sgm		Gay									Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	78	faculty	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	79	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	80	grad-pro	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	None are		unknown	unknown	False	False	False	False	False
10.0	school0	81	undergrad	sgm	cishet_problem, school_helpless, community_helpless, 	Gay									Male		True	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	m	c	gay	unknown	None are	No	1	0	False	False	False	False	True
	school0	83	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	84	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
11.0	school0	85	undergrad	cishet	cishet_solution, school_solution, 										Male		False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	86	undergrad	unknown											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	unknown	unknown	Some are		unknown	unknown	False	False	False	False	False
12.0	school0	87	undergrad	cishet	cishet_problem, cishet_solution, school_solution, 											Female	True	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
13.0	school0	88	undergrad	cishet	cishet_problem, cishet_solution, culture_solution, 										Male		True	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	89	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	90	undergrad	sgm				Bisexual							Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown	A few are	No	1	0	False	False	False	False	False
	school0	91	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	92	staff	sgm	sgm_victim, 			Bisexual								Female	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	93	undergrad	sgm							Queer	Genderqueer				Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	t	queer	unknown	A few are	No	0	0	False	False	False	False	False
	school0	94	staff	sgm	school_solution, 	Gay									Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	95	staff	cishet	cishet_problem, 											Female	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	True
14.0	school0	96	undergrad	sgm	cishet_problem, cishet_victim, sgm_solution, sgm_victim, school_solution, community_solution, 		Lesbian				Queer					Female	True	False	True	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	queer	unknown	Most are	Yes	1	1	False	True	False	False	True
	school0	97	staff	cishet	school_problem, school_solution, 											Female	False	False	False	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	98	faculty	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, 	Gay					Queer				Male		True	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	queer	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	99	staff	unknown											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	unknown	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	102	grad-pro	unknown											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	unknown	unknown	None are	No	1	0	False	False	False	False	False
15.0	school0	103	grad-pro	cishet	cishet_problem, cishet_victim, sgm_victim, school_solution, 										Male		True	False	True	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	True	False	False	True
16.0	school0	104	grad-pro	sgm	cishet_victim, sgm_victim, 					Asexual					Male		False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	ace	unknown	None are	Yes	1	0	False	False	False	False	False
17.0	school0	105	grad-pro	unknown	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	A few are		unknown	unknown	False	False	False	False	False
18.0	school0	106	grad-pro	cishet	cishet_victim, sgm_problem, 										Male		False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	107	grad-pro	sgm		Gay					Queer				Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	queer	unknown	Most are	No	1	1	False	False	False	False	False
	school0	108	faculty	sgm	cishet_problem, sgm_victim, school_solution, 	Gay									Male		True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	109	staff	sgm	school_solution, culture_solution, 	Gay									Male		False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	m	c	gay	unknown	Most are		unknown	unknown	False	False	False	False	False
19.0	school0	110	undergrad	cishet	cishet_solution, school_solution, community_solution, 											Female	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
20.0	school0	111	undergrad	sgm	school_solution, community_solution, 					Asexual						Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	ace	unknown	None are	No	1	0	False	False	False	False	False
21.0	school0	112	grad-pro	sgm	cishet_problem, sgm_solution, school_solution, community_helpless, 						Queer					Female	True	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	True	f	c	queer	unknown	Most are	No	0	0	False	False	False	False	True
22.0	school0	113	grad-pro	sgm	school_solution, culture_solution, 			Bisexual			Queer	Genderqueer					False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	unknown	t	queer	unknown	Most are	Yes	1	1	False	False	False	False	False
	school0	114	staff	sgm		Gay									Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Many are		unknown	unknown	False	False	False	False	False
23.0	school0	117	grad-pro	sgm	cishet_solution, school_solution, community_solution, community_helpless, 	Gay									Male		False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	True	m	c	gay	unknown	Many are	No	1	0	False	False	False	False	False
24.0	school0	118	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, school_helpless, culture_problem, 	Gay					Queer				Male		True	False	False	False	False	True	True	False	False	True	False	True	True	False	False	False	False	False	False	False	m	c	queer	unknown	All are	No	1	0	False	False	False	False	False
25.0	school0	120	grad-pro	sgm	sgm_victim, community_problem, community_helpless, 		Lesbian									Female	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	False	False	True	f	c	lesbian	unknown	A few are	No	1	0	False	False	False	True	False
	school0	121	staff	cishet	cishet_solution, cishet_victim, school_problem, school_solution, culture_problem, 											Female	False	True	True	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	122	staff	cishet	school_solution, culture_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	123	staff	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	124	staff	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
26.0	school0	126	grad-pro	sgm	community_helpless, 	Gay						Genderqueer					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	unknown	t	gay	unknown	Many are	No	1	0	False	False	False	False	False
27.0	school0	127	grad-pro	sgm	cishet_problem, sgm_solution, 			Bisexual			Queer					Female	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	queer	unknown	Some are	No	1	0	False	False	False	False	True
28.0	school0	129	grad-pro	cishet	cishet_victim, 											Female	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	130	grad-pro	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	132	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
29.0	school0	133	undergrad	sgm	school_solution, community_helpless, 			Bisexual								Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	f	c	bi	unknown	Some are	Yes	1	0	False	False	False	False	False
30.0	school0	134	undergrad	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
31.0	school0	135	undergrad	cishet	school_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	137	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
32.0	school0	138	undergrad	cishet	school_solution, culture_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	139	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	141	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	142	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
33.0	school0	143	undergrad	cishet	school_solution, culture_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
34.0	school0	144	undergrad	unknown	school_solution, school_helpless, culture_problem, culture_solution, community_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	True	True	True	False	False	False	True	False	False	m	c	unknown	unknown	Many are		unknown	unknown	False	False	False	False	False
35.0	school0	146	undergrad	sgm	cishet_problem, school_solution, 	Gay					Queer				Male		True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	queer	unknown	Some are	Yes	1	1	False	False	False	False	True
36.0	school0	147	undergrad	cishet	cishet_problem, cishet_solution, sgm_solution, community_solution, 											Female	True	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
37.0	school0	148	grad-pro	sgm	school_solution, culture_problem, 				Questioning							Female	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	f	c	unknown	unknown	None are	No	0	1	False	False	False	False	False
38.0	school0	149	undergrad	unknown	cishet_problem, cishet_solution, school_solution, school_helpless, culture_solution, 											Female	True	True	False	False	False	False	False	False	False	True	False	True	False	True	False	False	False	False	False	False	f	c	unknown	unknown	A few are		unknown	unknown	False	False	False	False	True
39.0	school0	150	undergrad	cishet	sgm_problem, 											Female	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
40.0	school0	151	undergrad	cishet	cishet_problem, school_solution, 											Female	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	True
	school0	152	undergrad	sgm				Bisexual	Questioning						Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown	Most are	No	1	0	False	False	False	False	False
	school0	153	undergrad	sgm				Bisexual							Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown	Many are	No	1	0	False	False	False	False	False
	school0	154	grad-pro	sgm		Gay									Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	A few are	Yes	1	0	False	False	False	False	False
	school0	155	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	156	faculty	sgm	school_solution, 						Queer					Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	queer	unknown	Most are		unknown	unknown	False	False	False	False	False
41.0	school0	157	undergrad	cishet	cishet_problem, 											Female	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	158	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	159	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
	school0	160	undergrad	sgm				Bisexual								Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown	Some are	No	1	0	False	False	False	False	False
42.0	school0	161	undergrad	sgm	school_solution, culture_problem, community_solution, 		Lesbian	Bisexual	Questioning		Queer		Transgender			Female	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	True	False	False	f	t	queer	unknown	A few are	No	1	0	False	False	False	False	False
43.0	school0	162	undergrad	cishet	school_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
44.0	school0	164	undergrad	cishet	cishet_problem, culture_problem, 											Female	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are	No	1	0	False	False	False	False	False
45.0	school0	165	undergrad	sgm	sgm_victim, school_solution, 	Gay									Male		False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	166	undergrad	sgm				Bisexual								Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown	Many are	No	1	0	False	False	False	False	False
	school0	167	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are	No	1	0	False	False	False	False	False
46.0	school0	168	undergrad	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	170	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
47.0	school0	171	undergrad	cishet	cishet_problem, cishet_solution, 											Female	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
	school0	172	undergrad	sgm				Bisexual								Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	175	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
